term,id,loan_amnt,home_ownership,emp_length,annual_inc,loan_status,purpose,dti,revol_util,total_rec_late_fee,grade
 60 months,1051961,20000,MORTGAGE,2,42000,Fully Paid,debt_consolidation,8.91,66.50%,0,B
 36 months,1045133,4800,MORTGAGE,6,50000,Fully Paid,major_purchase,5.52,0%,0,A
 36 months,1053270,30000,RENT,10,55000,Fully Paid,debt_consolidation,13.37,38.60%,0,A
 60 months,1053115,25000,MORTGAGE,5,93500,Fully Paid,credit_card,10.84,83.90%,0,B
 36 months,1053257,9250,OWN,n/a,20000,Fully Paid,debt_consolidation,9.18,48.40%,0,A
 36 months,1053251,2400,MORTGAGE,10,72000,Charged Off,wedding,17.38,80.80%,0,A
 60 months,1052446,12000,MORTGAGE,10,75000,Fully Paid,debt_consolidation,17.2,91.10%,0,B
 36 months,1048070,3000,MORTGAGE,10,70000,Fully Paid,car,15.17,92.60%,0,B
 36 months,1053094,12000,MORTGAGE,5,40000,Fully Paid,debt_consolidation,13.65,50.20%,0,B
 36 months,1053092,10000,RENT,10,30000,Charged Off,credit_card,16.56,88.10%,0,B
 36 months,1053090,10000,RENT,1,26400,Charged Off,debt_consolidation,13.95,78%,0,B
 36 months,1032261,20000,MORTGAGE,3,65000,Fully Paid,debt_consolidation,10.43,76.60%,0,B
 36 months,1053074,16000,MORTGAGE,9,70000,Fully Paid,home_improvement,9,37.80%,0,A
 60 months,1053217,22800,RENT,8,68000,Charged Off,credit_card,10.02,65.60%,0,B
 36 months,1053061,18000,RENT,10,52000,Fully Paid,debt_consolidation,21.37,89.10%,0,B
 36 months,1050139,3500,OWN,10,39600,Fully Paid,home_improvement,0.76,16.10%,0,A
 60 months,1053045,20000,OWN,10,62400,Fully Paid,debt_consolidation,24.02,55.10%,0,A
 36 months,1053041,3000,RENT,1,18000,Charged Off,small_business,24.27,21.50%,14.95011589,A
 60 months,1053018,27300,RENT,2,50000,Fully Paid,debt_consolidation,25.7,16.80%,0,A
 60 months,1052950,12250,MORTGAGE,1,29323,Fully Paid,debt_consolidation,13.34,93.80%,0,B
 36 months,1052979,20000,RENT,5,140000,Fully Paid,credit_card,7.89,75%,0,B
 36 months,1052924,4350,RENT,1,20000,Fully Paid,credit_card,20.7,90.50%,0,B
 60 months,1052725,21200,MORTGAGE,10,47000,Current,credit_card,24.05,80.90%,0,B
 36 months,1052871,2700,RENT,2,45000,Fully Paid,credit_card,10.16,61.60%,0,A
 36 months,1052717,8000,RENT,1,50000,Fully Paid,credit_card,18.6,56.90%,0,B
 36 months,1052731,6000,OWN,1,48000,Fully Paid,debt_consolidation,18.02,72.10%,0,B
 36 months,1052848,7000,MORTGAGE,10,66000,Fully Paid,credit_card,16.78,66.30%,0,A
 36 months,1052817,7000,RENT,2,42000,Fully Paid,credit_card,18.06,64.40%,0,A
 36 months,1052681,6025,RENT,1,19200,Fully Paid,credit_card,11.13,42.40%,0,A
 36 months,1052670,15000,RENT,3,61284,Fully Paid,debt_consolidation,21.87,59.80%,0,B
 36 months,1052830,18000,MORTGAGE,7,140000,Fully Paid,debt_consolidation,9.75,89.80%,0,B
 60 months,1052789,20250,RENT,7,39624,Current,credit_card,23.08,35.20%,0,B
 36 months,1052795,3825,RENT,2,26000,Fully Paid,credit_card,23.12,61.50%,0,B
 36 months,1052809,10000,RENT,1,48000,Fully Paid,debt_consolidation,23.55,5.10%,0,A
 36 months,1052144,6000,RENT,9,26500,Fully Paid,major_purchase,20.92,92.60%,0,A
 36 months,1052800,2400,MORTGAGE,3,39990,Fully Paid,other,19.68,92.50%,0,B
 36 months,1052258,7200,MORTGAGE,n/a,45000,Fully Paid,credit_card,11.39,76.40%,0,A
 36 months,1052625,14000,OWN,5,38000,Fully Paid,credit_card,22.48,41.40%,0,A
 60 months,1052616,8400,RENT,6,51008,Current,car,8.14,82.90%,15,B
 36 months,1052601,13000,MORTGAGE,10,95000,Fully Paid,debt_consolidation,12.69,55.50%,0,A
 36 months,1052607,4200,RENT,10,35000,Charged Off,debt_consolidation,21.91,63.80%,0,A
 60 months,1052357,20000,RENT,9,35000,Current,debt_consolidation,18.96,55.10%,0,A
 60 months,1052548,7000,RENT,5,50000,Charged Off,credit_card,11.76,88.70%,0,B
 36 months,1052516,13250,RENT,6,37500,Fully Paid,credit_card,23.26,63.90%,0,B
 60 months,1052545,3600,RENT,1,32000,Charged Off,debt_consolidation,17.25,68.30%,0,B
 60 months,1052477,14000,MORTGAGE,10,27840,Charged Off,small_business,10.78,57.20%,0,B
 36 months,1052358,6000,RENT,5,24000,Fully Paid,debt_consolidation,7.2,33%,0,A
 36 months,1052329,9000,RENT,7,45000,Fully Paid,credit_card,12.48,93.10%,0,A
 36 months,1052333,15000,MORTGAGE,10,73600,Fully Paid,debt_consolidation,11.67,69.40%,0,A
 36 months,1052327,10000,MORTGAGE,4,77000,Fully Paid,credit_card,7.36,40.60%,0,B
 36 months,1052510,9000,RENT,2,40000,Fully Paid,debt_consolidation,15.93,96.20%,0,B
 36 months,1052485,5325,RENT,n/a,22000,Charged Off,credit_card,12.55,88.50%,0,A
 36 months,1051899,12000,RENT,1,75000,Fully Paid,major_purchase,8.06,4.70%,0,A
 36 months,1052295,14000,OWN,2,35000,Charged Off,debt_consolidation,13.44,46.20%,0,A
 36 months,1052469,20000,MORTGAGE,10,50000,Charged Off,debt_consolidation,3.02,38.20%,14.97821929,B
 36 months,1052225,16000,RENT,4,50000,Charged Off,credit_card,19.44,90.90%,0,B
 60 months,1052257,35000,OWN,10,68750,Fully Paid,other,14.77,54.70%,0,B
 36 months,1052247,11000,RENT,2,71200,Fully Paid,credit_card,18.72,70.90%,0,A
 36 months,1052196,5000,RENT,1,47000,Fully Paid,car,2.91,70.40%,0,A
 60 months,1052169,20000,RENT,1,50000,Fully Paid,wedding,19.22,57.80%,0,B
 60 months,1051548,35000,RENT,4,71000,Current,debt_consolidation,17.09,43.10%,0,A
 36 months,1052397,12000,MORTGAGE,n/a,60000,Fully Paid,debt_consolidation,5.66,40.70%,0,A
 36 months,1052195,14150,RENT,3,40000,Fully Paid,debt_consolidation,13.35,86.40%,0,A
 36 months,1049945,4000,MORTGAGE,10,55000,Fully Paid,medical,17.69,80.90%,0,A
 60 months,1052181,12000,MORTGAGE,6,33280,Fully Paid,other,9.3,41.60%,0,A
 36 months,1052394,6000,RENT,10,42000,Fully Paid,other,9.43,86.80%,0,A
 60 months,1052387,17000,RENT,3,75600,Charged Off,credit_card,19.73,74.10%,0,B
 36 months,1052184,15000,OWN,3,44500,Fully Paid,debt_consolidation,26.75,57.50%,0,A
 60 months,1052168,4200,MORTGAGE,10,99996,Charged Off,major_purchase,10.48,4.80%,0,A
 36 months,1052379,15000,MORTGAGE,2,47760,Fully Paid,home_improvement,9.12,6.50%,0,A
 36 months,1043109,18000,RENT,1,50000,Fully Paid,debt_consolidation,23.45,73.20%,0,A
 60 months,1052376,19000,RENT,1,49200,Charged Off,debt_consolidation,22.34,94.40%,0,B
 60 months,1052094,30000,MORTGAGE,10,145000,Fully Paid,debt_consolidation,5.74,61%,0,B
 36 months,1049941,35000,MORTGAGE,1,264000,Fully Paid,home_improvement,2.45,59.30%,0,A
 36 months,1052155,16000,OWN,1,51000,Fully Paid,credit_card,20.59,57%,0,A
 60 months,1051809,4000,RENT,6,48000,Charged Off,debt_consolidation,19.15,63.40%,0,B
 36 months,1035508,7000,MORTGAGE,4,67000,Fully Paid,debt_consolidation,16.33,57.60%,0,A
 60 months,1052133,12000,MORTGAGE,2,42000,Fully Paid,debt_consolidation,26.11,97.20%,0,B
 60 months,1042417,12000,RENT,4,45000,Current,small_business,9.23,39%,0,A
 36 months,1050460,7000,RENT,6,29004,Fully Paid,other,8.15,58.90%,0,A
 36 months,1052102,10000,RENT,5,60000,Charged Off,credit_card,17.18,86.60%,0,B
 36 months,1031816,1600,RENT,8,30000,Fully Paid,debt_consolidation,16.84,90%,0,B
 60 months,1052071,17200,RENT,10,52000,Current,house,7.06,96.40%,0,B
 60 months,1034572,12000,MORTGAGE,2,45000,Fully Paid,debt_consolidation,17.87,65.10%,14.99999994,A
 36 months,1052063,7200,MORTGAGE,8,55000,Fully Paid,debt_consolidation,7.57,93.90%,0,A
 36 months,1052061,12000,RENT,1,70000,Fully Paid,debt_consolidation,19.94,60.30%,0,B
 36 months,1050697,5000,MORTGAGE,7,50000,Fully Paid,debt_consolidation,16.7,36.80%,0,A
 60 months,1051869,27300,MORTGAGE,10,56000,Current,debt_consolidation,20.19,41.40%,0,A
 36 months,1049803,8200,MORTGAGE,1,65000,Fully Paid,small_business,2.09,22.40%,0,A
 36 months,1050893,6000,OWN,7,26000,Fully Paid,credit_card,26.68,96.60%,0,A
 36 months,1048558,8000,OWN,10,99000,Fully Paid,home_improvement,6.41,55.80%,0,A
 36 months,1023228,20000,MORTGAGE,10,210000,Fully Paid,debt_consolidation,17.86,90.30%,0,A
 60 months,1052008,10400,MORTGAGE,5,56004,Current,home_improvement,9.86,54.20%,0,B
 36 months,1051662,3600,RENT,2,37008,Fully Paid,other,14.17,61.10%,0,A
 36 months,1052012,5000,MORTGAGE,10,65000,Fully Paid,debt_consolidation,4.21,4.30%,0,A
 36 months,1051845,8000,MORTGAGE,3,140000,Fully Paid,other,9.84,96.20%,0,A
 36 months,1051998,16000,MORTGAGE,10,120000,Fully Paid,debt_consolidation,10.14,52.60%,0,A
 60 months,1047748,35000,MORTGAGE,10,115000,Fully Paid,debt_consolidation,17.24,83.30%,0,B
 36 months,1051764,5000,RENT,6,30000,Charged Off,debt_consolidation,23.36,45.10%,0,A
 36 months,1032942,12000,MORTGAGE,10,52000,Fully Paid,home_improvement,1.43,11.30%,0,A
 36 months,1051720,2800,RENT,3,27000,Charged Off,other,13.2,42.60%,0,A
 36 months,1051709,12000,RENT,8,39996,Fully Paid,other,6.81,35.50%,0,A
 36 months,1051710,4000,RENT,2,54000,Charged Off,debt_consolidation,17.53,8.20%,0,A
 36 months,1050684,7000,MORTGAGE,2,23000,Fully Paid,debt_consolidation,6,28.70%,0,A
 36 months,1011422,5600,MORTGAGE,6,35000,Fully Paid,credit_card,13.69,29.80%,0,A
 60 months,1051694,12000,RENT,9,95000,Charged Off,credit_card,17.72,97.50%,0,B
 60 months,1051513,18975,RENT,5,45000,Fully Paid,debt_consolidation,24.53,97%,0,B
 36 months,1051506,5000,MORTGAGE,10,138000,Fully Paid,debt_consolidation,1.49,2.60%,0,A
 36 months,1051652,12000,RENT,2,68500,Fully Paid,debt_consolidation,19.5,64.30%,0,B
 60 months,1048949,35000,MORTGAGE,7,78000,Current,debt_consolidation,16.63,62.90%,0,A
 36 months,1051502,5500,OWN,3,31000,Fully Paid,home_improvement,22.3,40.90%,0,A
 36 months,1051488,6500,MORTGAGE,7,75000,Fully Paid,other,23.82,73.10%,0,A
 36 months,1051492,12000,RENT,10,63000,Fully Paid,debt_consolidation,23.33,55.70%,0,A
 36 months,1018387,12000,RENT,4,76000,Fully Paid,small_business,1.03,12.10%,0,A
 36 months,1051410,4000,MORTGAGE,6,42000,Charged Off,debt_consolidation,23.23,36.90%,0,A
 36 months,1051470,1000,RENT,2,76000,Fully Paid,major_purchase,18.52,97.60%,0,B
 36 months,1042904,25000,MORTGAGE,6,54996,Fully Paid,debt_consolidation,11.78,65.10%,0,A
 36 months,1051458,9000,OWN,10,28944,Fully Paid,debt_consolidation,6.92,19%,0,A
 36 months,1046355,8575,RENT,10,35000,Fully Paid,debt_consolidation,24.58,69.20%,0,B
 36 months,1051570,5400,MORTGAGE,5,38000,Fully Paid,medical,17.31,9.80%,0,A
 36 months,1051447,10000,RENT,5,72000,Fully Paid,debt_consolidation,12.62,80.20%,0,B
 36 months,1051442,6000,RENT,1,32000,Charged Off,debt_consolidation,17.81,21.20%,0,B
 36 months,1051433,10000,RENT,4,33000,Fully Paid,debt_consolidation,16.44,88.90%,0,B
 36 months,1051609,2575,RENT,1,44420,Charged Off,debt_consolidation,19.67,91.10%,0,B
 36 months,1051409,10000,MORTGAGE,1,38400,Fully Paid,debt_consolidation,5.34,48.30%,0,A
 36 months,1051591,8000,RENT,n/a,60000,Charged Off,home_improvement,19.9,0%,0,A
 60 months,1051412,12000,RENT,1,45000,Fully Paid,small_business,14.37,94.30%,0,B
 36 months,1051586,12000,OWN,2,79768,Fully Paid,major_purchase,16.73,36.70%,0,B
 36 months,1051063,10000,MORTGAGE,10,80000,Fully Paid,debt_consolidation,16.11,48.60%,0,A
 36 months,1051355,6000,MORTGAGE,10,39168,Charged Off,debt_consolidation,24.85,81.60%,14.97652137,B
 60 months,1051159,12600,MORTGAGE,3,86000,Fully Paid,home_improvement,16.87,56.30%,0,B
 36 months,1051328,10000,OWN,n/a,37200,Fully Paid,credit_card,17.42,20.30%,0,A
 60 months,1041216,14000,RENT,1,52000,Charged Off,car,5.35,75%,0,B
 36 months,1051152,5000,RENT,2,62400,Fully Paid,vacation,18.98,55.70%,0,A
 36 months,1051341,10000,RENT,10,60000,Fully Paid,credit_card,14.98,73.50%,0,A
 60 months,1051151,15000,MORTGAGE,7,1.00E+05,Fully Paid,credit_card,4.52,59%,0,A
 36 months,1051325,6000,RENT,5,29000,Fully Paid,car,2.77,54.80%,0,B
 36 months,1051321,5450,RENT,7,83004,Fully Paid,debt_consolidation,7.42,54.50%,0,A
 36 months,1047098,13500,MORTGAGE,10,57700,Fully Paid,debt_consolidation,20.34,62.30%,0,A
 60 months,1051124,20000,RENT,4,45000,Charged Off,debt_consolidation,10.16,88.70%,70.12308852,B
 60 months,1050137,3000,RENT,1,46008,Fully Paid,other,18.23,53.90%,0,A
 36 months,1051297,5000,RENT,10,40000,Fully Paid,other,9.45,74%,0,A
 36 months,1051094,7000,MORTGAGE,9,96000,Fully Paid,small_business,5.89,2.70%,0,A
 60 months,1048624,16000,OWN,n/a,49000,Current,credit_card,12.83,43.50%,0,B
 36 months,1047379,3800,OWN,4,90000,Fully Paid,other,21.32,0%,0,A
 36 months,1042854,28000,RENT,10,110000,Fully Paid,debt_consolidation,19.28,55.50%,0,A
 60 months,1051048,15000,MORTGAGE,7,77000,Charged Off,debt_consolidation,24.58,70%,0,B
 36 months,1051236,6000,RENT,5,82000,Fully Paid,debt_consolidation,1.27,75.50%,0,B
 36 months,1051225,4000,RENT,3,31200,Fully Paid,medical,19.35,17.10%,15,A
 36 months,988714,15000,OWN,n/a,62400,Fully Paid,debt_consolidation,19.1,81%,0,B
 36 months,1051204,7500,RENT,6,60000,Fully Paid,debt_consolidation,16,65.20%,0,B
 36 months,1051011,12000,RENT,3,48000,Fully Paid,debt_consolidation,16.63,21.50%,0,A
 36 months,1051020,2125,RENT,n/a,43000,Fully Paid,credit_card,21.6,14.30%,0,A
 60 months,1050995,25000,RENT,10,76000,Charged Off,credit_card,19.25,84.10%,0,B
 36 months,1051186,7200,RENT,1,50000,Charged Off,debt_consolidation,22.06,65.30%,0,A
 36 months,1051000,10000,MORTGAGE,10,2.00E+05,Fully Paid,debt_consolidation,18.88,85.60%,0,A
 36 months,1051194,7000,RENT,10,52000,Fully Paid,debt_consolidation,17.42,85.50%,0,B
 36 months,1050758,14000,RENT,3,65000,Fully Paid,debt_consolidation,15.38,67.70%,0,A
 36 months,1047014,6000,MORTGAGE,10,170000,Fully Paid,house,4.07,42.10%,0,A
 36 months,1050978,8000,OWN,1,68000,Fully Paid,debt_consolidation,15.78,89.90%,0,A
 36 months,1050977,3000,MORTGAGE,1,70000,Fully Paid,credit_card,12.22,21.20%,0,A
 60 months,1045401,22000,RENT,10,45000,Current,debt_consolidation,15.81,27.30%,0,A
 36 months,1050965,10000,RENT,3,52000,Fully Paid,debt_consolidation,9.51,75.90%,0,A
 36 months,1050921,5000,MORTGAGE,2,42000,Charged Off,debt_consolidation,19.54,91%,0,B
 36 months,1050962,6000,MORTGAGE,1,90000,Fully Paid,credit_card,21.64,57.10%,0,A
 36 months,1050934,5500,RENT,2,36500,Charged Off,debt_consolidation,16.73,26.80%,0,A
 36 months,1050914,6000,MORTGAGE,10,38000,Fully Paid,debt_consolidation,4.23,6.40%,0,A
 36 months,1050926,10000,RENT,5,56000,Fully Paid,debt_consolidation,19.33,58.80%,0,A
 36 months,1050726,5000,RENT,3,45000,Fully Paid,other,7.49,42.10%,0,A
 36 months,1050920,4000,RENT,6,32535,Fully Paid,home_improvement,15.12,31.20%,0,A
 36 months,1047216,8000,RENT,10,70000,Fully Paid,credit_card,8.5,56.70%,0,A
 60 months,1050905,6000,MORTGAGE,3,39996,Charged Off,debt_consolidation,21.99,93.50%,0,A
 36 months,1024083,12000,OWN,10,98000,Fully Paid,debt_consolidation,4.35,0%,0,A
 36 months,1050657,9500,MORTGAGE,5,57000,Fully Paid,credit_card,21.83,72.60%,0,A
 60 months,1015745,15600,RENT,10,1.00E+05,Charged Off,credit_card,11.54,56.40%,0,B
 36 months,1050706,10000,RENT,3,42910,Fully Paid,other,20.64,45%,0,B
 36 months,1050681,12000,RENT,7,54000,Fully Paid,credit_card,15.98,73.90%,0,B
 60 months,1050886,10000,RENT,4,40000,Fully Paid,debt_consolidation,20.46,66.50%,0,B
 60 months,1050656,25000,MORTGAGE,10,80000,Fully Paid,debt_consolidation,17.5,61.70%,0,B
 36 months,1039409,5300,RENT,1,28800,Fully Paid,debt_consolidation,21.96,72.60%,0,B
 36 months,1040288,8000,MORTGAGE,5,70000,Fully Paid,debt_consolidation,9.5,50.20%,0,B
 36 months,1050833,1000,OWN,3,27600,Fully Paid,other,21.91,58.30%,0,B
 36 months,1050642,3800,MORTGAGE,3,62352,Fully Paid,car,12.07,21.30%,0,A
 36 months,1050244,20000,RENT,7,60000,Fully Paid,debt_consolidation,10.7,47.10%,0,A
 36 months,1050591,4200,MORTGAGE,7,60000,Fully Paid,car,19.84,54%,0,A
 36 months,1050340,3500,MORTGAGE,10,70000,Fully Paid,credit_card,10.66,32.80%,0,A
 36 months,1050143,6000,RENT,2,45000,Charged Off,other,19.04,80.80%,0,A
 60 months,1046516,15000,MORTGAGE,10,160000,Fully Paid,home_improvement,6.79,21.90%,0,A
 60 months,1050329,30000,MORTGAGE,1,525000,Charged Off,other,8.5,75%,0,B
 60 months,1050245,18000,OWN,10,92000,Fully Paid,debt_consolidation,28.83,61%,0,B
 36 months,1050454,10000,RENT,1,35000,Fully Paid,credit_card,13.47,69.30%,0,A
 36 months,1050287,6500,MORTGAGE,9,38000,Fully Paid,credit_card,26.68,27.70%,0,A
 60 months,1050278,25000,RENT,4,87500,Fully Paid,moving,1.66,28.20%,0,A
 60 months,929732,15000,RENT,1,31000,Charged Off,credit_card,18.46,53%,0,B
 60 months,1048310,22000,RENT,3,55000,Fully Paid,credit_card,20.79,61.10%,0,B
 36 months,1050229,9600,RENT,3,42000,Charged Off,other,24.09,96.40%,0,B
 60 months,1050256,14650,RENT,10,65000,Fully Paid,debt_consolidation,22.58,57.50%,0,B
 60 months,1046358,11250,RENT,10,43000,Fully Paid,wedding,16.27,54.70%,0,B
 36 months,1050226,31000,MORTGAGE,2,180000,Fully Paid,credit_card,13.47,75.20%,0,B
 36 months,1050377,14000,MORTGAGE,4,1.00E+05,Fully Paid,credit_card,14.75,64.80%,0,B
 36 months,1050213,9000,RENT,8,24600,Fully Paid,debt_consolidation,19.76,65.80%,0,A
 36 months,1050195,6500,MORTGAGE,5,45000,Fully Paid,small_business,15.41,66.50%,0,A
 36 months,1050212,16500,MORTGAGE,1,55000,Fully Paid,credit_card,12.28,74%,0,A
 36 months,1047954,14000,MORTGAGE,10,89000,Fully Paid,credit_card,8.58,70%,0,A
 60 months,1041019,25000,MORTGAGE,4,75000,Fully Paid,other,0.32,3.20%,0,A
 36 months,1035743,5600,RENT,1,30000,Fully Paid,debt_consolidation,24.04,68.30%,0,B
 36 months,1050177,10000,RENT,5,38000,Fully Paid,debt_consolidation,12.95,63.80%,0,B
 60 months,1050062,25000,RENT,10,70000,Fully Paid,debt_consolidation,19.11,68.30%,0,B
 36 months,1049936,5000,RENT,3,35000,Fully Paid,moving,8.16,62.50%,0,A
 36 months,1050080,3600,RENT,1,60000,Charged Off,debt_consolidation,21.54,70.10%,0,A
 36 months,1049924,10800,RENT,3,52000,Fully Paid,credit_card,15.58,80.30%,0,B
 36 months,1041299,4800,RENT,4,49200,Fully Paid,debt_consolidation,11.59,45%,0,B
 60 months,1050056,6075,RENT,1,46440,Current,small_business,5.97,24.40%,0,B
 36 months,1050039,9600,RENT,4,42000,Fully Paid,other,20.91,36.80%,0,A
 36 months,1049899,5200,OWN,3,107800,Fully Paid,debt_consolidation,14.54,73.70%,14.99999999,B
 36 months,1050042,11000,RENT,10,22000,Fully Paid,credit_card,15.16,68.10%,17.11000002,A
 60 months,1049982,35000,MORTGAGE,3,160000,Fully Paid,debt_consolidation,22.06,51.90%,0,B
 36 months,1050007,11000,MORTGAGE,10,65500,Fully Paid,debt_consolidation,15.33,32.30%,0,A
 60 months,1050014,20500,OWN,10,78586,Charged Off,small_business,2.29,3.80%,0,A
 60 months,1049998,15000,RENT,3,67200,Fully Paid,debt_consolidation,13.41,73.20%,0,B
 36 months,1033731,8475,RENT,10,38423.87,Charged Off,debt_consolidation,22.27,58.20%,0,A
 36 months,1049844,9250,RENT,1,40000,Fully Paid,credit_card,24.96,77.50%,0,B
 36 months,1049969,6000,RENT,3,36000,Fully Paid,credit_card,13.9,71.30%,15.00000003,A
 60 months,1049832,9400,MORTGAGE,1,29280,Fully Paid,other,0.74,1.90%,0,B
 36 months,1049278,5000,MORTGAGE,7,64000,Fully Paid,debt_consolidation,1.54,11.90%,0,A
 36 months,1049802,3500,RENT,6,63945,Fully Paid,debt_consolidation,13.76,64%,0,A
 36 months,1038531,7500,RENT,2,27600,Fully Paid,debt_consolidation,24.04,29.50%,0,A
 36 months,1045712,3625,RENT,10,19800,Fully Paid,other,20.85,30.10%,0,B
 36 months,1049691,4000,RENT,7,47000,Charged Off,debt_consolidation,15.63,4.40%,0,A
 60 months,1049524,18825,RENT,3,50000,Fully Paid,debt_consolidation,25.03,63%,0,B
 36 months,1049675,5500,OWN,10,17500,Fully Paid,home_improvement,17.62,31.40%,0,A
 60 months,1049079,31300,MORTGAGE,10,75000,Fully Paid,debt_consolidation,21.84,43.90%,0,B
 60 months,1049522,26000,RENT,10,49000,Charged Off,debt_consolidation,21.92,59.70%,0,A
 36 months,1031978,12000,RENT,6,41000,Fully Paid,credit_card,11,57.90%,0,A
 60 months,1038425,4250,RENT,7,30000,Fully Paid,credit_card,18.12,85.50%,0,B
 36 months,1049647,6000,MORTGAGE,10,50000,Fully Paid,credit_card,15.31,85.70%,0,A
 36 months,1049632,18000,RENT,10,63000,Fully Paid,debt_consolidation,6.55,50.50%,0,A
 60 months,1038880,20000,MORTGAGE,8,56500,Current,debt_consolidation,20.73,59.30%,0,B
 36 months,1048647,3250,RENT,6,14400,Fully Paid,moving,15.17,61.60%,0,B
 60 months,1036964,22000,MORTGAGE,2,75000,Current,credit_card,9.46,76.60%,0,B
 60 months,1049033,8000,MORTGAGE,6,62400,Fully Paid,car,16.56,60.40%,0,B
 60 months,1049595,12650,RENT,2,61500,Fully Paid,credit_card,12.86,83%,0,B
 36 months,1049353,8875,MORTGAGE,10,33000,Fully Paid,major_purchase,23.75,71%,0,A
 60 months,1049409,20000,MORTGAGE,10,112000,Current,home_improvement,10.53,68.60%,0,B
 60 months,1047885,20000,MORTGAGE,n/a,40406,Fully Paid,credit_card,17.52,70.30%,0,B
 60 months,1049360,27600,MORTGAGE,10,78000,Fully Paid,debt_consolidation,25.06,51.50%,0,A
 60 months,1049562,23000,RENT,n/a,45600,Charged Off,other,18.68,0%,0,B
 60 months,1047388,20000,MORTGAGE,4,55000,Current,credit_card,20.12,60.60%,0,A
 60 months,1006779,15000,MORTGAGE,1,68004,Current,other,23.13,22.50%,0,A
 60 months,1009907,18000,MORTGAGE,9,132000,Current,credit_card,11.29,91.60%,0,B
 36 months,1049393,12000,MORTGAGE,10,42000,Fully Paid,debt_consolidation,10.57,17.50%,0,A
 36 months,1049124,6000,MORTGAGE,10,50364,Fully Paid,other,15.06,38.40%,0,A
 36 months,1049310,7500,MORTGAGE,7,57200,Fully Paid,home_improvement,8.18,33.60%,0,A
 36 months,1049385,10000,RENT,1,60000,Fully Paid,debt_consolidation,17.62,71.90%,0,A
 36 months,1049279,35000,MORTGAGE,2,120000,Fully Paid,debt_consolidation,17.02,45.60%,0,A
